,Title,Episode,Line
30594,Power x And x Games.,102,How many remain?
30595,Power x And x Games.,102,This country has one more professional game.
30596,Power x And x Games.,102,It's a board game called Gungi.
30597,Power x And x Games.,102,Gungi?
30598,Power x And x Games.,102,"The game originated in East Gorteau, and nearly all citizens know how to play."
30599,Power x And x Games.,102,Give me the rulebook.
30600,Power x And x Games.,102,"As in chess and shogi, its goal is to trap the king."
30601,Power x And x Games.,102,But you can stack up to three pieces.
30602,Power x And x Games.,102,"At the start, you may also freely place \Nyour pieces within your own area."
30603,Power x And x Games.,102,The game has a different feel due to the addition of a third dimension.
30604,Power x And x Games.,102,"For the past fifteen years, \Nthere have been world tournaments, and East Gorteau has yet to lose."
30605,Power x And x Games.,102,"Currently, they're on their third representative, \Na five-time reigning champion."
30606,Power x And x Games.,102,"Then, if I defeat this champion, \NI'll be the best in the world?"
30607,Power x And x Games.,102,A fitting way to end this recreation.
30608,Power x And x Games.,102,Bring them in.
30609,Power x And x Games.,102,There are six days until the selection.
30610,Power x And x Games.,102,The King has no idea how this girl is about to influence his fate.
30611,Power x And x Games.,102,Next time: Check x And x Mate.
30612,Power x And x Games.,102,I'm Gon.
30613,Power x And x Games.,102,I'm Gillua.
30614,Power x And x Games.,102,Did you change your name?
30615,Power x And x Games.,102,No way.
30616,Power x And x Games.,102,Say it again.
30617,Power x And x Games.,102,I'm Gillua!
30618,Power x And x Games.,102,GG!
30619,Check x And x Mate.,103,Gungi?
30620,Check x And x Mate.,103,"For the past fifteen years, \Nthere have been world tournaments, and East Gorteau has yet to lose."
30621,Check x And x Mate.,103,"Currently, they're on their third representative, \Na five-time reigning champion."
30622,Check x And x Mate.,103,"Then, if I defeat this champion, \NI'll be the best in the world?"
30623,Check x And x Mate.,103,A fitting way to end this recreation.
30624,Check x And x Mate.,103,Bring them in.
30625,Check x And x Mate.,103,Check x And x Mate
30626,Check x And x Mate.,103,Six days remain before \NNeferpitou begins the selection.
30627,Check x And x Mate.,103,"The King has spent this time in his palace, defeating the masters of shogi, \NGo, and other board games."
30628,Check x And x Mate.,103,"The last remaining one, \Nthe reigning Gungi world champion, has just been summoned to his side."
30629,Check x And x Mate.,103,U-Um...
30630,Check x And x Mate.,103,Th-Thank you for infighting me—
30631,Check x And x Mate.,103,For inciting me...
30632,Check x And x Mate.,103,No need for small talk.
30633,Check x And x Mate.,103,You and I will play Gungi.
30634,Check x And x Mate.,103,"Right now, I am learning the \Nrules, so you must wait."
30635,Check x And x Mate.,103,Huh? You don't sound like the Supreme Leader.
30636,Check x And x Mate.,103,He's dead.
30637,Check x And x Mate.,103,Now I am the King.
30638,Check x And x Mate.,103,I'm s-so sorry!
30639,Check x And x Mate.,103,Please forgive me!
30640,Check x And x Mate.,103,"I'm only a fool, one who knows \Nnothing of the outside world!"
30641,Check x And x Mate.,103,I can't even talk normally...
30642,Check x And x Mate.,103,You are distracting me. Be silent.
30643,Check x And x Mate.,103,Or I'll kill you.
30644,Check x And x Mate.,103,"Okay, I basically understand."
30645,Check x And x Mate.,103,Let us begin.
30646,Check x And x Mate.,103,What's wrong?
30647,Check x And x Mate.,103,It appears she's passed out.
30648,Check x And x Mate.,103,"After you told her to be quiet, \Nshe shut her mouth..."
30649,Check x And x Mate.,103,"Then, since her nose was stuffed up, \Nit seems she was unable to breathe."
30650,Check x And x Mate.,103,This is an uncommonly stupid girl.
30651,Check x And x Mate.,103,"Yeah, that was embarrassing!"
30652,Check x And x Mate.,103,I can't even do things a baby can.
30653,Check x And x Mate.,103,My parents are always yelling at me...
30654,Check x And x Mate.,103,Just play the game.
30655,Check x And x Mate.,103,Yes!
30656,Check x And x Mate.,103,I'm honored to play against you.
30657,Check x And x Mate.,103,You can see with your eyes?
30658,Check x And x Mate.,103,"No, I can't see a thing."
30659,Check x And x Mate.,103,So would you please tell me your moves?
30660,Check x And x Mate.,103,I only open them when I play.
30661,Check x And x Mate.,103,"If it bothers you, I can try to close them..."
30662,Check x And x Mate.,103,I don't care.
30663,Check x And x Mate.,103,The atmosphere has changed.
30664,Check x And x Mate.,103,"4-4-1, pawn."
30665,Check x And x Mate.,103,You can't reach him at all?
30666,Check x And x Mate.,103,"No, I guess his phone is off."
30667,Check x And x Mate.,103,"We agreed that he would initiate all contact, so I guess I shouldn't be surprised."
30668,Check x And x Mate.,103,"Damn, then we have to wait for him to call?"
30669,Check x And x Mate.,103,Why does that guy look like he \Nwas born in the wrong decade?
30670,Check x And x Mate.,103,And the look on his face says \Nhe's always looking for a fight...
30671,Check x And x Mate.,103,"The other has no eyebrows, and that expression makes it \Nclear that he trusts no one."
30672,Check x And x Mate.,103,It's not even a question of \Nwhether he and I can get along.
30673,Check x And x Mate.,103,I can already see he won't believe a word I say.
30674,Check x And x Mate.,103,"Gon, I'm sorry to say that my \Nfirst impression is very bad!"
30675,Check x And x Mate.,103,"Unless I get some really good news soon, there's no way I'll be able to trust them."
30676,Check x And x Mate.,103,I guarantee it.
30677,Check x And x Mate.,103,"Hey, what's all this?"
30678,Check x And x Mate.,103,"Beats me. Just a pack of strays, I guess."
30679,Check x And x Mate.,103,They have collars...
30680,Check x And x Mate.,103,He's been feeding all the animals \Nleft behind due to the selection.
30681,Check x And x Mate.,103,He's even sacrificed sleep...
30682,Check x And x Mate.,103,I'm not feeding all of them!
30683,Check x And x Mate.,103,I know we don't have time to waste on that!
30684,Check x And x Mate.,103,So I abandoned those that stood no chance.
30685,Check x And x Mate.,103,"That's efficient, yeah?"
30686,Check x And x Mate.,103,"Some were just skin and bones, \Nbut still wouldn't take my food."
30687,Check x And x Mate.,103,"Some were so loyal, they wouldn't leave \Ntheir homes after I untied them..."
30688,Check x And x Mate.,103,What's so bad about saving \Nthe ones that want the help?!
30689,Check x And x Mate.,103,You don't have to cry about it.
30690,Check x And x Mate.,103,"I'm n-not crying, fool!"
30691,Check x And x Mate.,103,Want me to smack you?
30692,Check x And x Mate.,103,That won't be enough to raise my opinion.
30693,Check x And x Mate.,103,"Well, he certainly is different, though."
30694,Check x And x Mate.,103,"7-8-2, spy."
30695,Check x And x Mate.,103,Checkmate.
30696,Check x And x Mate.,103,"She's using an orthodox approach, \Nstacking archers on her pawns."
30697,Check x And x Mate.,103,A standard strategy.
30698,Check x And x Mate.,103,Textbook execution.
30699,Check x And x Mate.,103,And her initial placement \Nis one used with beginners.
30700,Check x And x Mate.,103,Meaning that I am not good enough \Nfor her to show her true skill.
30701,Check x And x Mate.,103,Another game.
30702,Check x And x Mate.,103,"Yes, absolutely!"
30703,Check x And x Mate.,103,"8-8-1, knight."
30704,Check x And x Mate.,103,I guess that's checkmate.
30705,Check x And x Mate.,103,"You're such a fast learner, Supreme Leader."
30706,Check x And x Mate.,103,"I'll have to step up my game, \Nor you'll get the jump on me!"
30707,Check x And x Mate.,103,That's enough... Go get some rest.
30708,Check x And x Mate.,103,That isn't necessary... I'm just fine.
30709,Check x And x Mate.,103,I can play Gungi for three days \Nand nights without sleep!
30710,Check x And x Mate.,103,I have another guest.
30711,Check x And x Mate.,103,"Once I've finished with him, it'll be your turn."
30712,Check x And x Mate.,103,Then I'll get a little rest.
30713,Check x And x Mate.,103,What do you think?
30714,Check x And x Mate.,103,It's but a matter of time.
30715,Check x And x Mate.,103,"There are more options to choose from, but essentially, this game is \Nno different than the rest."
30716,Check x And x Mate.,103,"In four or five more games, she will \Nhave to use her real ability."
30717,Check x And x Mate.,103,"Once that happens, I shall be \Nable to observe her rhythm."
30718,Check x And x Mate.,103,Nothing has changed.
30719,Check x And x Mate.,103,"Your Majesty, the Go player hanged himself."
30720,Check x And x Mate.,103,Bring that idiot back.
30721,Check x And x Mate.,103,"While the King continues to play \Nagainst the Gungi master, a short distance away, Morel has \Nbeen using his power to surround the capital city of Peijing."
30722,Check x And x Mate.,103,Purple Haze Soldiers \NDeep Purple
30723,Check x And x Mate.,103,Deep Purple.
30724,Check x And x Mate.,103,"First, he releases the aura that serves as a core."
30725,Check x And x Mate.,103,"He then envelops it in an aura haze,"
30726,Check x And x Mate.,103,Nen{\i0
30727,Check x And x Mate.,103,His ability can sustain two hundred \Nand sixteen puppets at once.
30728,Check x And x Mate.,103,"On the chance that the enemy retaliates, \NI've made my soldiers more responsive, so I can only maintain fifty now."
30729,Check x And x Mate.,103,But they're much stronger.
30730,Check x And x Mate.,103,En{\i1 between one of these and a human.
30731,Check x And x Mate.,103,"But at heart, Chimera Ants are still ants."
30732,Check x And x Mate.,103,So Neferpitou won't leave the King's side.
30733,Check x And x Mate.,103,"As expected, Neferpitou has recalled \Nthe controlled humans to the capital to take up defensive positions."
30734,Check x And x Mate.,103,That implies the King's safety is top priority.
30735,Check x And x Mate.,103,Which means that restricting the movement \Nof the Royal Guard is very easy.
30736,Check x And x Mate.,103,"However, the question is how the King will respond."
30737,Check x And x Mate.,103,"If we're dealing with a King who does as he \Nlikes, it'll be harder to anticipate him."
30738,Check x And x Mate.,103,And the risk of miscalculation increases.
30739,Check x And x Mate.,103,"But as long as they keep \Nthese coming, we're fine."
30740,Check x And x Mate.,103,"Long time, no see."
30741,Check x And x Mate.,103,I've been looking for you.
30742,Check x And x Mate.,103,"Bah, he's gotten stronger."
30743,Check x And x Mate.,103,The air about him feels totally different.
30744,Check x And x Mate.,103,Knuckle's APR is gone?
30745,Check x And x Mate.,103,"It doesn't appear to have become IRS, either."
30746,Check x And x Mate.,103,"If something had happened, \NKnuckle's group would have contacted me."
30747,Check x And x Mate.,103,"If APR is gone, they have someone who can dispel{\i0"
30748,Check x And x Mate.,103,Or did he do it himself?
30749,Check x And x Mate.,103,Let's see what they can do.
30750,Check x And x Mate.,103,Whichever wins...
30751,Check x And x Mate.,103,"In the end,"
30752,Check x And x Mate.,103,I will triumph.
30753,Check x And x Mate.,103,Time to return the favor.
30754,Check x And x Mate.,103,"First, I'll beat you down."
30755,Check x And x Mate.,103,Then it's the pompadour's turn.
30756,Check x And x Mate.,103,His confidence is far from baseless.
30757,Check x And x Mate.,103,He must have gained a new ability.
30758,Check x And x Mate.,103,I wouldn't be so certain!
30759,Check x And x Mate.,103,If that ability is to exorcise{\i0
30760,Check x And x Mate.,103,Knuckle and Shoot both use \Nhit-and-fade fighting styles.
30761,Check x And x Mate.,103,Shoot does what he can to support \NKnuckle's Chapter 7 Bankruptcy.
30762,Check x And x Mate.,103,But we can't nullify their{\i0 if they have someone who can dispel it.
30763,Check x And x Mate.,103,A strategy that might have worked \Nagainst the King is useless now.
30764,Check x And x Mate.,103,However... if he has the ability to exorcise{\i0
30765,Check x And x Mate.,103,"If I neutralize him here, Knuckle \Nand Shoot can use their powers."
30766,Check x And x Mate.,103,I must fight...
30767,Check x And x Mate.,103,"I can't drop Deep Purple, so I'll have \Nto get by on my remaining aura."
30768,Check x And x Mate.,103,What?
30769,Check x And x Mate.,103,He's still relying on speed?
30770,Check x And x Mate.,103,There are plenty of ways to deal with \Nsomeone who only uses speed.
30771,Check x And x Mate.,103,"Now you're ""It."""
30772,Check x And x Mate.,103,Huh? What was that?
30773,Check x And x Mate.,103,Wh-Where am I?
30774,Check x And x Mate.,103,A savannah?
30775,Check x And x Mate.,103,Did he teleport me?
